date,item_nbr,unit_sales
2016-01-06,1464025,6.083877907186052
2016-01-06,1473393,7.099358668332264
2016-01-06,1473394,6.9487695264998175
2016-01-06,1473396,6.479019502223805
2016-01-06,1473403,7.062450897153028
2016-01-06,1473404,7.021899308005235
2016-01-06,1473405,6.48150460701653
2016-01-06,1473406,6.999594881495779
2016-01-06,1473409,6.6200795034777755
2016-01-06,1473410,7.066453532045781
2016-01-06,1473411,5.945898877788408
2016-01-06,1473412,6.87507536729396
2016-01-06,1473413,6.56769699720919
2016-01-06,1473414,6.742123932187662
2016-01-06,1473415,6.779793320451609
2016-01-06,1473428,7.014071067382147
2016-01-06,1473474,7.4154142480913805
2016-01-06,1473475,6.919321481823487
2016-01-06,1473476,6.367803922713358
2016-01-06,1473477,6.8111344078531015
2016-01-06,1473478,7.058784981809695
2016-01-06,1473479,6.931969978464084
2016-01-06,1473480,6.661853352158886
2016-01-06,1473481,6.246411016888917
2016-01-06,1473482,6.935874028737454
2016-01-06,1473483,6.6320260307055525
2016-01-06,1473484,6.4115492741073155
2016-01-06,1473486,4.5053319917873385
2016-01-06,1473509,6.400224569325169
2016-01-06,1489660,6.250809589929194
2016-01-06,1489741,6.594744935530946
2016-01-06,1489833,6.887002699067728
2016-01-06,1489850,6.811639192627343
2016-01-06,1489879,6.585957192988778
2016-01-06,1489895,5.871908758202614
2016-01-06,1489899,6.646998942913891
2016-01-06,1492315,6.083877907186052
2016-01-06,1501508,7.011667362137896
2016-01-06,1501525,4.792737899429789
2016-01-06,1501579,5.617012295157272
2016-01-06,1501581,6.779793320451609
2016-01-06,1502392,7.1187138665181955
2016-01-07,1463881,6.705807189178684
2016-01-07,1463885,6.963335605465437
2016-01-07,1463992,7.151332833895171
2016-01-07,1463994,6.255609474815195
2016-01-07,1463998,6.5377743306304845
2016-01-07,1464005,6.927971477338803
2016-01-07,1464025,6.331875282688905
2016-01-07,1473393,6.9883723218166445
2016-01-07,1473394,6.913523216081542
2016-01-07,1473396,6.334358500497953
2016-01-07,1473403,6.977152050756532
2016-01-07,1473404,7.063129071679418
2016-01-07,1473405,6.3080817038301
2016-01-07,1473406,6.852661982533583
2016-01-07,1473409,6.556674658591303
2016-01-07,1473410,7.177280577215331
2016-01-07,1473411,5.3637103388868335
2016-01-07,1473412,6.746353917139489
2016-01-07,1473413,6.371372226419285
2016-01-07,1473414,6.758158016423974
2016-01-07,1473415,6.124288945957818
2016-01-07,1473428,7.0353352595017435
2016-01-07,1473474,7.376588767229992
2016-01-07,1473475,6.758695285599461
2016-01-07,1473476,6.357924302588528
2016-01-07,1473477,6.764346344033089
2016-01-07,1473478,7.099218955068439
2016-01-07,1473479,6.94682939124144
2016-01-07,1473480,6.645728555375639
2016-01-07,1473481,6.077565139551862
2016-01-07,1473482,6.844608015829573
2016-01-07,1473483,6.532206070414302
2016-01-07,1473484,6.294416284290052
2016-01-07,1473486,6.421065437147734
2016-01-07,1473509,6.1830534815745555
2016-01-07,1489660,6.0855685739993834
2016-01-07,1489741,6.291199110165281
2016-01-07,1489833,6.878819851256843
2016-01-07,1489850,6.733588453674627
2016-01-07,1489879,5.617012295157272
2016-01-07,1489895,5.716373305579739
2016-01-07,1489899,6.681970379894456
2016-01-07,1492315,6.550492863214452
2016-01-07,1501508,6.679130584066968
2016-01-07,1501524,6.607625402758197
2016-01-07,1501525,6.505776976094513
2016-01-07,1501579,6.124288945957818
2016-01-07,1501581,6.375399955160673
2016-01-07,1502392,7.1201668128014255
2016-01-08,1463881,6.944654816061759
2016-01-08,1463885,7.050864548547857
2016-01-08,1463992,7.114699529130537
2016-01-08,1463994,6.039359308784116
2016-01-08,1463998,6.741758511411071
2016-01-08,1464005,7.004730446200703
2016-01-08,1464025,6.524554708460382
2016-01-08,1473393,7.204433428151561
2016-01-08,1473394,7.140213017618786
2016-01-08,1473396,6.875719621586349
2016-01-08,1473403,7.2416907842719045
2016-01-08,1473404,7.175596812078684
2016-01-08,1473405,6.56274331377306
2016-01-08,1473406,7.140253356148553
2016-01-08,1473409,6.916666101821455
2016-01-08,1473410,7.347290542501352
2016-01-08,1473411,6.528116699934781
2016-01-08,1473412,7.089245924331184
2016-01-08,1473413,6.574555658168466
2016-01-08,1473414,6.9441331964226265
2016-01-08,1473415,6.887002699067728
2016-01-08,1473428,7.177637541794732
2016-01-08,1473474,7.499179259074557
2016-01-08,1473475,7.008423846532848
2016-01-08,1473476,5.970053361985446
2016-01-08,1473477,7.022808336794125
2016-01-08,1473478,7.356162142537369
2016-01-08,1473479,7.203567182678076
2016-01-08,1473480,6.823098042573398
2016-01-08,1473481,6.604935960952841
2016-01-08,1473482,7.170708883614659
2016-01-08,1473483,6.892973100226662
2016-01-08,1473484,6.700256548142491
2016-01-08,1473486,6.496728787699697
2016-01-08,1473509,6.652897037102994
2016-01-08,1489660,6.4233607694761155
2016-01-08,1489741,6.699451524574769
2016-01-08,1489833,6.808043476166022
2016-01-08,1489836,6.910138024728481
2016-01-08,1489850,6.903235542058289
2016-01-08,1489879,6.44951443477734
2016-01-08,1489895,6.5377743306304845
2016-01-08,1489899,6.734908190761342
2016-01-08,1492315,6.596972838889588
2016-01-08,1501508,6.85649959800957
2016-01-08,1501524,6.802614307792342
2016-01-08,1501525,6.500062229641626
2016-01-08,1501579,6.6735917843828005
2016-01-08,1501581,6.843351286141285
2016-01-08,1502392,7.32884003843272
2016-01-09,1463881,6.713352524602902
2016-01-09,1463885,6.857200900157317
2016-01-09,1463992,7.019519630583334
2016-01-09,1463994,5.800052903735844
2016-01-09,1463998,5.716373305579739
2016-01-09,1464005,6.838574622042377
2016-01-09,1464025,6.083877907186052
2016-01-09,1473393,7.0832315814647595
2016-01-09,1473394,6.872033193723475
2016-01-09,1473396,6.098494932998526
2016-01-09,1473403,6.9412105873504615
2016-01-09,1473404,6.991684735241712
2016-01-09,1473405,6.083877907186052
2016-01-09,1473406,6.818596751944429
2016-01-09,1473409,6.585957192988778
2016-01-09,1473410,7.124585972278654
2016-01-09,1473411,6.056671330722345
2016-01-09,1473412,6.676928722031457
2016-01-09,1473413,6.225786117128651
2016-01-09,1473414,6.448911128836765
2016-01-09,1473415,6.354268000766977
2016-01-09,1473428,6.98571044843974
2016-01-09,1473474,7.359490962873614
2016-01-09,1473475,6.764546815819862
2016-01-09,1473476,6.678337057336835
2016-01-09,1473477,6.715941796239289
2016-01-09,1473478,7.160063180586615
2016-01-09,1473479,6.968234136859176
2016-01-09,1473480,6.541371725369265
2016-01-09,1473481,6.298186683091363
2016-01-09,1473482,6.909446820153786
2016-01-09,1473483,6.598604114502299
2016-01-09,1473484,6.212948451441379
2016-01-09,1473486,5.379401298793579
2016-01-09,1473509,5.89356497647556
2016-01-09,1489660,6.239867106926948
2016-01-09,1489741,6.504721088447036
2016-01-09,1489833,6.741758511411071
2016-01-09,1489836,6.808043476166022
2016-01-09,1489850,6.575656055761194
2016-01-09,1489879,6.331875282688905
2016-01-09,1489895,6.510797546220851
2016-01-09,1489899,6.331875282688905
2016-01-09,1492315,6.44951443477734
2016-01-09,1501508,6.258963095949385
2016-01-09,1501524,6.627923278454898
2016-01-09,1501579,6.226511014835565
2016-01-09,1501581,6.5377743306304845
2016-01-09,1502392,7.112213404018418
2016-01-10,1463881,6.9313957366851
2016-01-10,1463885,6.944654816061759
2016-01-10,1463992,7.096473894063262
2016-01-10,1463994,6.083877907186052
2016-01-10,1463998,6.761398487645733
2016-01-10,1464005,7.055023982410913
2016-01-10,1464025,6.039359308784116
2016-01-10,1473393,7.094364993485397
2016-01-10,1473394,6.999491066584912
2016-01-10,1473396,6.417823573288889
2016-01-10,1473403,6.991615060235388
2016-01-10,1473404,7.130082354392301
2016-01-10,1473405,6.161216046825283
2016-01-10,1473406,6.951035518320429
2016-01-10,1473409,6.486467312967318
2016-01-10,1473410,7.157671051502752
2016-01-10,1473411,6.033847662680493
2016-01-10,1473412,6.651592093573089
2016-01-10,1473413,6.406148307956585
2016-01-10,1473414,6.482725297122988
2016-01-10,1473415,6.617935805169496
2016-01-10,1473428,6.950874779059353
2016-01-10,1473474,7.381061256843321
2016-01-10,1473475,6.815461843984693
2016-01-10,1473476,6.357687400503497
2016-01-10,1473477,6.778972458146509
2016-01-10,1473478,7.116938006248217
2016-01-10,1473479,7.0297413043567705
2016-01-10,1473480,6.446993860901953
2016-01-10,1473481,5.903069989641837
2016-01-10,1473482,6.910425796654489
2016-01-10,1473483,6.573870389350568
2016-01-10,1473484,6.418043043273438
2016-01-10,1473486,6.3057427313560215
2016-01-10,1473509,6.345447324827181
2016-01-10,1489660,5.857655562153989
2016-01-10,1489741,6.373814737687354
2016-01-10,1489833,6.681970379894456
2016-01-10,1489836,6.797078647811866
2016-01-10,1489850,6.579415715652618
2016-01-10,1489879,6.585957192988778
2016-01-10,1489895,6.44951443477734
2016-01-10,1489899,6.664978557621421
2016-01-10,1492315,6.354268000766977
2016-01-10,1501508,6.857740517268577
2016-01-10,1501524,6.767661283438605
2016-01-10,1501525,6.7320459430815145
2016-01-10,1501579,6.375399955160673
2016-01-10,1501581,6.510797546220851
2016-01-10,1502392,6.973304599042299
2016-01-11,1463881,7.004730446200703
2016-01-11,1463885,7.125577202086669
2016-01-11,1463992,7.190756683908664
2016-01-11,1463994,6.585957192988778
2016-01-11,1463998,6.767661283438605
2016-01-11,1464005,7.078543619584816
2016-01-11,1464025,6.585957192988778
2016-01-11,1473393,7.169391126663908
2016-01-11,1473394,7.025595784992269
2016-01-11,1473396,6.694662320284632
2016-01-11,1473403,7.143158492742984
2016-01-11,1473404,7.26248838645718
2016-01-11,1473405,6.432363202993116
2016-01-11,1473406,6.96926818099908
2016-01-11,1473409,6.709890119747691
2016-01-11,1473410,7.265211964889863
2016-01-11,1473411,6.044804100480653
2016-01-11,1473412,6.862712652382514
2016-01-11,1473413,6.718223076935981
2016-01-11,1473414,6.764991117625931
2016-01-11,1473415,6.74845286714741
2016-01-11,1473428,7.14433281568899
2016-01-11,1473474,7.469401135586326
2016-01-11,1473475,7.022268436854402
2016-01-11,1473476,6.290223611440777
2016-01-11,1473477,6.9541108928625786
2016-01-11,1473478,7.2536753751956775
2016-01-11,1473479,7.117529943545865
2016-01-11,1473480,6.756823348897363
2016-01-11,1473481,6.539687433458706
2016-01-11,1473482,7.0973072353674205
2016-01-11,1473483,6.645142628281937
2016-01-11,1473484,6.555533521828072
2016-01-11,1473486,6.381956488695893
2016-01-11,1473509,6.415216343775758
2016-01-11,1489660,5.93516601404793
2016-01-11,1489741,6.4561002470565585
2016-01-11,1489833,6.802614307792342
2016-01-11,1489836,6.924501291343871
2016-01-11,1489850,6.854645715780267
2016-01-11,1489879,6.646998942913891
2016-01-11,1489895,6.44951443477734
2016-01-11,1489899,6.773791226501837
2016-01-11,1492315,6.4658739286475875
2016-01-11,1501508,6.867586482365157
2016-01-11,1501524,6.852661982533583
2016-01-11,1501525,6.6296685628442775
2016-01-11,1501579,6.5377743306304845
2016-01-11,1501581,6.607625402758197
2016-01-11,1502392,7.136204445549459
2016-01-12,1463881,7.10823986108068
2016-01-12,1463885,7.259276382757623
2016-01-12,1463992,7.195212987455549
2016-01-12,1463994,6.664978557621421
2016-01-12,1463998,6.646998942913891
2016-01-12,1464005,7.280751473748709
2016-01-12,1464025,6.754997548619163
2016-01-12,1473393,7.103023548881651
2016-01-12,1473394,6.989112553750188
2016-01-12,1473396,6.4806782103819325
2016-01-12,1473403,7.0301604236364925
2016-01-12,1473404,7.2388585983536125
2016-01-12,1473405,6.39539204066679
2016-01-12,1473406,6.957260179566866
2016-01-12,1473409,6.766344841716039
2016-01-12,1473410,7.287425173905647
2016-01-12,1473411,6.243007624361105
2016-01-12,1473412,6.9017476758137954
2016-01-12,1473413,6.400570058061881
2016-01-12,1473414,6.800401983716853
2016-01-12,1473415,6.681970379894456
2016-01-12,1473428,7.070498925157839
2016-01-12,1473474,7.449427704256585
2016-01-12,1473475,7.014124866412127
2016-01-12,1473477,6.971250883287313
2016-01-12,1473478,7.268459878701191
2016-01-12,1473479,6.925630729556159
2016-01-12,1473480,6.6138206061014015
2016-01-12,1473481,6.366164844907791
2016-01-12,1473482,7.137709368260916
2016-01-12,1473483,6.620834445892107
2016-01-12,1473484,6.468993115815696
2016-01-12,1473486,6.510797546220851
2016-01-12,1473509,6.62849302373356
2016-01-12,1489660,6.175126176419969
2016-01-12,1489741,6.516325969225375
2016-01-12,1489833,5.343829898349378
2016-01-12,1489836,7.046630755634303
2016-01-12,1489850,6.836994488608177
2016-01-12,1489879,5.800052903735844
2016-01-12,1489895,6.48150460701653
2016-01-12,1489899,6.681970379894456
2016-01-12,1492315,6.857200900157317
2016-01-12,1501508,7.024450362685661
2016-01-12,1501524,6.7207125221848205
2016-01-12,1501579,6.713352524602902
2016-01-12,1501581,5.989937658314456
2016-01-12,1502392,7.163151026130289
2016-01-13,1463881,7.004730446200703
2016-01-13,1463885,6.797078647811866
2016-01-13,1463992,6.866057309469275
2016-01-13,1463994,6.195156162140293
2016-01-13,1463998,6.375399955160673
2016-01-13,1464005,6.917418571940165
2016-01-13,1464025,6.48150460701653
2016-01-13,1473393,6.987926574906971
2016-01-13,1473394,6.849841795297031
2016-01-13,1473396,6.412849958135013
2016-01-13,1473403,6.818700300322438
2016-01-13,1473404,7.1388285455209575
2016-01-13,1473405,6.354268000766977
2016-01-13,1473406,6.866057309469275
2016-01-13,1473409,6.4658739286475875
2016-01-13,1473410,7.229589998711596
2016-01-13,1473411,6.0601707003196665
2016-01-13,1473412,6.848046240657477
2016-01-13,1473413,6.284631852930788
2016-01-13,1473414,6.578774917908524
2016-01-13,1473415,6.574555658168466
2016-01-13,1473428,7.099101325251851
2016-01-13,1473474,7.3754698601122595
2016-01-13,1473475,6.845483372885076
2016-01-13,1473476,2.6387886091121993
2016-01-13,1473477,6.7889642127417265
2016-01-13,1473478,7.1943634773258625
2016-01-13,1473479,6.8820779894580175
2016-01-13,1473480,6.440716052887398
2016-01-13,1473481,6.006997560057355
2016-01-13,1473482,6.957644197522717
2016-01-13,1473483,6.422964198508762
2016-01-13,1473484,6.346913385792778
2016-01-13,1473486,6.420938496748225
2016-01-13,1473509,6.223329957308223
2016-01-13,1489660,6.584722345800781
2016-01-13,1489741,6.45600162111773
2016-01-13,1489833,5.989937658314456
2016-01-13,1489836,6.74845286714741
2016-01-13,1489850,6.611520481336259
2016-01-13,1489879,6.664978557621421
2016-01-13,1489895,6.354268000766977
2016-01-13,1489899,6.524554708460382
2016-01-13,1492315,6.524554708460382
2016-01-13,1501508,6.982486416701624
2016-01-13,1501524,6.617935805169496
2016-01-13,1501579,6.496462468470389
2016-01-13,1501581,6.550492863214452
2016-01-13,1502392,7.080507862171425
2016-01-14,1463881,6.656118611656677
2016-01-14,1463885,6.894941580048519
2016-01-14,1463992,7.057076553666807
2016-01-14,1463994,6.039359308784116
2016-01-14,1463998,6.195156162140293
2016-01-14,1464005,6.8910018064123815
2016-01-14,1464025,5.496051325127768
2016-01-14,1473393,7.078039672490187
2016-01-14,1473394,6.833492866030499
2016-01-14,1473396,6.485607347805593
2016-01-14,1473403,6.956718493908275
2016-01-14,1473404,7.057076553666807
2016-01-14,1473405,6.282723810177272
2016-01-14,1473406,6.698067935179771
2016-01-14,1473409,6.550729884663472
2016-01-14,1473410,7.13612922056276
2016-01-14,1473411,6.06761531535901
2016-01-14,1473412,6.657535414059177
2016-01-14,1473413,6.341869425377351
2016-01-14,1473414,6.575285808037808
2016-01-14,1473415,6.496462468470389
2016-01-14,1473428,6.936341632037493
2016-01-14,1473474,7.340652227194769
2016-01-14,1473475,6.811750654147767
2016-01-14,1473476,6.859031242546699
2016-01-14,1473477,6.6051113124306156
2016-01-14,1473478,7.084770342274712
2016-01-14,1473479,6.777946054345463
2016-01-14,1473480,6.496462468470389
2016-01-14,1473481,5.299139990215212
2016-01-14,1473482,6.964605035459433
2016-01-14,1473483,6.368809011945907
2016-01-14,1473484,6.067351581028757
2016-01-14,1473486,6.187193664813316
2016-01-14,1473509,6.111326308264546
2016-01-14,1489660,6.56406360081684
2016-01-14,1489741,6.4978649118204155
2016-01-14,1489833,6.698067935179771
2016-01-14,1489836,6.510797546220851
2016-01-14,1489850,6.643069158574417
2016-01-14,1489879,6.617935805169496
2016-01-14,1489895,6.354268000766977
2016-01-14,1489899,6.195156162140293
2016-01-14,1492315,6.161216046825283
2016-01-14,1501508,6.415547879738507
2016-01-14,1501524,6.627923278454898
2016-01-14,1501579,6.432363202993116
2016-01-14,1501581,6.617935805169496
2016-01-14,1502392,7.022334631154731
2016-01-15,1463881,6.910138024728481
2016-01-15,1463885,6.986267022996402
2016-01-15,1463992,7.004730446200703
2016-01-15,1463994,6.039359308784116
2016-01-15,1463998,5.934578873666095
2016-01-15,1464005,6.779793320451609
2016-01-15,1464025,6.331875282688905
2016-01-15,1473393,7.177954241560584
2016-01-15,1473394,7.058867137951442
2016-01-15,1473396,6.742194933511381
2016-01-15,1473403,7.108866081487987
2016-01-15,1473404,7.196312627092597
2016-01-15,1473405,6.282723810177272
2016-01-15,1473406,7.019519630583334
2016-01-15,1473409,6.747064327837553
2016-01-15,1473410,7.290667831691476
2016-01-15,1473411,6.200720101404052
2016-01-15,1473412,6.999513909626973
2016-01-15,1473413,6.695055285390339
2016-01-15,1473414,6.79905512552809
2016-01-15,1473415,6.7207125221848205
2016-01-15,1473428,7.194845209477037
2016-01-15,1473474,7.420541312332056
2016-01-15,1473475,6.899171354053224
2016-01-15,1473476,6.572337882597018
2016-01-15,1473477,6.862539695274029
2016-01-15,1473478,7.232210356173942
2016-01-15,1473479,7.041137524122152
2016-01-15,1473480,6.626305721340799
2016-01-15,1473481,6.447462361286519
2016-01-15,1473482,7.108299482037777
2016-01-15,1473483,6.673304554185603
2016-01-15,1473484,6.539483716475227
2016-01-15,1473486,6.414012898286549
2016-01-15,1473509,6.606009806987922
2016-01-15,1489660,6.883336710907879
2016-01-15,1489741,6.754099816430106
2016-01-15,1489833,6.833713636336338
2016-01-15,1489836,6.828765594899542
2016-01-15,1489850,6.865312619227173
2016-01-15,1489879,6.7207125221848205
2016-01-15,1489895,6.48150460701653
2016-01-15,1489899,6.637605539783985
2016-01-15,1492315,6.607625402758197
2016-01-15,1501508,6.80982999175697
2016-01-15,1501524,6.656118611656677
2016-01-15,1501525,6.874798001114904
2016-01-15,1501579,6.331875282688905
2016-01-15,1501581,6.646998942913891
2016-01-15,1502392,7.249095591600469
2016-01-16,1463881,6.741758511411071
2016-01-16,1463885,6.734908190761342
2016-01-16,1463992,6.947865115088061
2016-01-16,1463994,6.354268000766977
2016-01-16,1463998,6.510797546220851
2016-01-16,1464005,6.960316138420678
2016-01-16,1464025,6.354268000766977
2016-01-16,1473393,7.069204160616237
2016-01-16,1473394,6.905535291396881
2016-01-16,1473396,6.31138129362636
2016-01-16,1473403,6.995576599562662
2016-01-16,1473404,7.040135220576845
2016-01-16,1473405,6.39539204066679
2016-01-16,1473406,6.898823598382904
2016-01-16,1473409,6.362949891899843
2016-01-16,1473410,7.119595795179357
2016-01-16,1473411,5.894012719136144
2016-01-16,1473412,6.734360173642226
2016-01-16,1473413,6.238844049191594
2016-01-16,1473414,6.554585730788894
2016-01-16,1473415,6.510797546220851
2016-01-16,1473428,7.003471925009192
2016-01-16,1473474,7.342244877499537
2016-01-16,1473475,6.556870587942877
2016-01-16,1473476,5.341581761065013
2016-01-16,1473477,6.776837960454641
2016-01-16,1473478,7.159367689493533
2016-01-16,1473479,6.9067907901064665
2016-01-16,1473480,6.539119812374744
2016-01-16,1473481,5.794304374751294
2016-01-16,1473482,6.907384589951711
2016-01-16,1473483,6.3397289142188775
2016-01-16,1473484,6.266734244433531
2016-01-16,1473486,6.265175733512631
2016-01-16,1473509,6.204531298456234
2016-01-16,1489660,6.433240628578941
2016-01-16,1489741,6.773360274294636
2016-01-16,1489833,6.698067935179771
2016-01-16,1489836,6.823727633956729
2016-01-16,1489850,6.71942293906755
2016-01-16,1489879,6.124288945957818
2016-01-16,1489895,6.3080817038301
2016-01-16,1489899,6.496462468470389
